"Sex";"Age";"Modes of travel";"Travel motives";"Margins";"Periods";"Stages per person per day (average) (number)";"Distance travelled per stage (average) (passenger kilometres)";"Average travel time per stage (Minutes)"
"Total male and female";"65 to 69 years";"Car as driver";"Leisure";"Value";"2019*";"    0.31";"   24.43";"   32.75"
"Total male and female";"65 to 69 years";"Car as driver";"Leisure";"Value";"2020*";"    0.23";"   23.04";"   32.92"
"Total male and female";"65 to 69 years";"Car as driver";"Leisure";"Value";"2021*";"    0.24";"   24.67";"   34.95"
"Total male and female";"65 to 69 years";"Car as driver";"Leisure";"Value";"2022*";"    0.28";"   23.63";"   33.09"
"Total male and female";"65 to 69 years";"Car as driver";"Leisure";"Value";"2023*";"    0.30";"   23.32";"   32.23"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2014*";"    0.20";"   16.39";"   23.61"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2015*";"    0.20";"   16.59";"   23.63"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2016*";"    0.19";"   16.62";"   23.63"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2017*";"    0.19";"   16.70";"   23.64"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2018*";"    0.20";"   16.57";"   23.52"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2019*";"    0.20";"   16.86";"   23.73"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2020*";"    0.18";"   15.45";"   21.72"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2021*";"    0.20";"   15.69";"   22.44"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2022*";"    0.21";"   15.56";"   22.90"
"Total male and female";"65 to 69 years";"Car as driver";"Other";"Value";"2023*";"    0.22";"   15.83";"   23.15"
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Travel to/from work, (non)-daily commute";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.08";"   11.04";"   19.80"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.08";"   10.88";"   19.78"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.08";"   10.82";"   19.72"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.08";"   11.31";"   19.75"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.08";"   11.32";"   19.83"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.08";"   11.60";"   19.83"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.06";"    9.18";"   17.23"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.07";"    9.97";"   18.32"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.07";"   10.78";"   19.10"
"Total male and female";"65 to 69 years";"Car as passenger";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.08";"   11.30";"   19.63"
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2014*";"    0.15";"   28.71";"   38.12"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2015*";"    0.15";"   28.92";"   38.04"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2016*";"    0.14";"   28.45";"   37.92"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2017*";"    0.14";"   28.55";"   37.83"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2018*";"    0.14";"   29.29";"   37.94"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2019*";"    0.14";"   29.59";"   38.07"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2020*";"    0.09";"   26.46";"   37.90"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2021*";"    0.10";"   29.17";"   40.98"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2022*";"    0.12";"   28.11";"   38.82"
"Total male and female";"65 to 69 years";"Car as passenger";"Leisure";"Value";"2023*";"    0.13";"   28.32";"   37.88"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2014*";"    0.05";"   20.71";"   28.80"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2015*";"    0.04";"   21.11";"   28.74"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2016*";"    0.04";"   21.37";"   28.80"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2017*";"    0.04";"   21.64";"   28.84"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2018*";"    0.04";"   21.55";"   28.75"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2019*";"    0.04";"   22.01";"   28.98"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2020*";"    0.04";"   20.01";"   26.49"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2021*";"    0.04";"   20.72";"   27.68"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2022*";"    0.04";"   20.44";"   28.16"
"Total male and female";"65 to 69 years";"Car as passenger";"Other";"Value";"2023*";"    0.04";"   20.92";"   28.37"
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Travel to/from work, (non)-daily commute";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Shopping, groceries, funshopping.";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Attending education/courses";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2019*";"    0.02";"   80.20";"   79.55"
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2022*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Leisure";"Value";"2023*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2018*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2019*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2020*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2021*";"       .";"       .";"       ."
"Total male and female";"65 to 69 years";"Train";"Other";"Value";"2022*";"       .";"       .";"       ."
